,city_mpg,class,combination_mpg,cylinders,displacement,drive,fuel_type,highway_mpg,make,model,transmission,year
701,21,standard sport utility vehicle,23,4.0,2.4,awd,gas,27,subaru,Ascent,a,2019
702,20,standard sport utility vehicle,22,4.0,2.4,awd,gas,26,subaru,Ascent,a,2019
703,21,standard sport utility vehicle,23,4.0,2.4,awd,gas,27,subaru,Ascent,a,2020
704,20,standard sport utility vehicle,22,4.0,2.4,awd,gas,26,subaru,Ascent,a,2020
705,21,standard sport utility vehicle,23,4.0,2.4,awd,gas,27,subaru,Ascent,a,2021
706,92,small sport utility vehicle,85,,,awd,electricity,79,volvo,XC40 Recharge,a,2022
707,92,small sport utility vehicle,85,,,awd,electricity,79,volvo,XC40 Recharge,a,2023
708,92,small sport utility vehicle,85,,,awd,electricity,79,volvo,C40 Recharge,a,2022
709,94,small sport utility vehicle,87,,,awd,electricity,80,volvo,C40 Recharge,a,2022
710,94,small sport utility vehicle,87,,,awd,electricity,80,volvo,C40 Recharge,a,2023
711,92,small sport utility vehicle,85,,,awd,electricity,79,volvo,C40 Recharge,a,2023
712,80,small sport utility vehicle,76,,,4wd,electricity,72,jaguar,I-PACE,a,2019
713,80,small sport utility vehicle,76,,,4wd,electricity,72,jaguar,I-PACE,a,2020
714,80,small sport utility vehicle,76,,,4wd,electricity,72,jaguar,I-PACE,a,2021
715,89,small sport utility vehicle,85,,,4wd,electricity,82,jaguar,I-PACE,a,2023
716,79,small sport utility vehicle,76,,,4wd,electricity,72,jaguar,I-PACE,a,2023
717,74,standard pickup truck,70,,,4wd,electricity,66,rivian,R1T,a,2022
718,73,standard sport utility vehicle,69,,,4wd,electricity,65,rivian,R1S,a,2022
